Sector,Partida
"Hilo, telas y textiles",'570110
"Hilo, telas y textiles",'570190
"Hilo, telas y textiles",'570210
"Hilo, telas y textiles",'570220
"Hilo, telas y textiles",'570231
"Hilo, telas y textiles",'570232
"Hilo, telas y textiles",'570239
"Hilo, telas y textiles",'570241
"Hilo, telas y textiles",'570242
"Hilo, telas y textiles",'570249
"Hilo, telas y textiles",'570250
"Hilo, telas y textiles",'570291
"Hilo, telas y textiles",'570292
"Hilo, telas y textiles",'570299
"Hilo, telas y textiles",'570310
"Hilo, telas y textiles",'570321
"Hilo, telas y textiles",'570329
"Hilo, telas y textiles",'570331
"Hilo, telas y textiles",'570339
"Hilo, telas y textiles",'570390
"Hilo, telas y textiles",'570410
"Hilo, telas y textiles",'570420
"Hilo, telas y textiles",'570490
"Hilo, telas y textiles",'570500
"Hilo, telas y textiles",'580110
"Hilo, telas y textiles",'580121
"Hilo, telas y textiles",'580122
"Hilo, telas y textiles",'580123
"Hilo, telas y textiles",'580126
"Hilo, telas y textiles",'580127
"Hilo, telas y textiles",'580131
"Hilo, telas y textiles",'580132
"Hilo, telas y textiles",'580133
"Hilo, telas y textiles",'580136
"Hilo, telas y textiles",'580137
"Hilo, telas y textiles",'580190
"Hilo, telas y textiles",'580210
"Hilo, telas y textiles",'580220
"Hilo, telas y textiles",'580230
"Hilo, telas y textiles",'580300
"Hilo, telas y textiles",'580410
"Hilo, telas y textiles",'580421
"Hilo, telas y textiles",'580429
"Hilo, telas y textiles",'580430
"Hilo, telas y textiles",'580500
"Hilo, telas y textiles",'580610
"Hilo, telas y textiles",'580620
"Hilo, telas y textiles",'580631
"Hilo, telas y textiles",'580632
"Hilo, telas y textiles",'580639
"Hilo, telas y textiles",'580640
"Hilo, telas y textiles",'580710
"Hilo, telas y textiles",'580790
"Hilo, telas y textiles",'580810
"Hilo, telas y textiles",'580890
"Hilo, telas y textiles",'580900
"Hilo, telas y textiles",'581010
"Hilo, telas y textiles",'581091
"Hilo, telas y textiles",'581092
"Hilo, telas y textiles",'581099
"Hilo, telas y textiles",'581100
"Hilo, telas y textiles",'590110
"Hilo, telas y textiles",'590190
"Hilo, telas y textiles",'590210
"Hilo, telas y textiles",'590220
"Hilo, telas y textiles",'590290
"Hilo, telas y textiles",'590310
"Hilo, telas y textiles",'590320
"Hilo, telas y textiles",'590390
"Hilo, telas y textiles",'590410
"Hilo, telas y textiles",'590490
"Hilo, telas y textiles",'590500
"Hilo, telas y textiles",'590610
"Hilo, telas y textiles",'590691
"Hilo, telas y textiles",'590699
"Hilo, telas y textiles",'590700
"Hilo, telas y textiles",'590800
"Hilo, telas y textiles",'590900
"Hilo, telas y textiles",'591000
"Hilo, telas y textiles",'591110
"Hilo, telas y textiles",'591120
"Hilo, telas y textiles",'591131
"Hilo, telas y textiles",'591132
"Hilo, telas y textiles",'591140
"Hilo, telas y textiles",'591190
"Hilo, telas y textiles",'600110
"Hilo, telas y textiles",'600121
"Hilo, telas y textiles",'600122
"Hilo, telas y textiles",'600129
"Hilo, telas y textiles",'600191
"Hilo, telas y textiles",'600192
"Hilo, telas y textiles",'600199
"Hilo, telas y textiles",'600240
"Hilo, telas y textiles",'600290
"Hilo, telas y textiles",'600310
"Hilo, telas y textiles",'600320
"Hilo, telas y textiles",'600330
"Hilo, telas y textiles",'600340
"Hilo, telas y textiles",'600390
"Hilo, telas y textiles",'600410
"Hilo, telas y textiles",'600490
"Hilo, telas y textiles",'600521
"Hilo, telas y textiles",'600522
"Hilo, telas y textiles",'600523
"Hilo, telas y textiles",'600524
"Hilo, telas y textiles",'600535
"Hilo, telas y textiles",'600536
"Hilo, telas y textiles",'600537
"Hilo, telas y textiles",'600538
"Hilo, telas y textiles",'600539
"Hilo, telas y textiles",'600541
"Hilo, telas y textiles",'600542
"Hilo, telas y textiles",'600543
"Hilo, telas y textiles",'600544
"Hilo, telas y textiles",'600590
"Hilo, telas y textiles",'600610
"Hilo, telas y textiles",'600621
"Hilo, telas y textiles",'600622
"Hilo, telas y textiles",'600623
"Hilo, telas y textiles",'600624
"Hilo, telas y textiles",'600631
"Hilo, telas y textiles",'600632
"Hilo, telas y textiles",'600633
"Hilo, telas y textiles",'600634
"Hilo, telas y textiles",'600641
"Hilo, telas y textiles",'600642
"Hilo, telas y textiles",'600643
"Hilo, telas y textiles",'600644
"Hilo, telas y textiles",'600690
Ropa,'610120
Ropa,'610130
Ropa,'610190
Ropa,'610210
Ropa,'610220
Ropa,'610230
Ropa,'610290
Ropa,'610310
Ropa,'610322
Ropa,'610323
Ropa,'610329
Ropa,'610331
Ropa,'610332
Ropa,'610333
Ropa,'610339
Ropa,'610341
Ropa,'610342
Ropa,'610343
Ropa,'610349
Ropa,'610413
Ropa,'610419
Ropa,'610422
Ropa,'610423
Ropa,'610429
Ropa,'610431
Ropa,'610432
Ropa,'610433
Ropa,'610439
Ropa,'610441
Ropa,'610442
Ropa,'610443
Ropa,'610444
Ropa,'610449
Ropa,'610451
Ropa,'610452
Ropa,'610453
Ropa,'610459
Ropa,'610461
Ropa,'610462
Ropa,'610463
Ropa,'610469
Ropa,'610510
Ropa,'610520
Ropa,'610590
Ropa,'610610
Ropa,'610620
Ropa,'610690
Ropa,'610711
Ropa,'610712
Ropa,'610719
Ropa,'610721
Ropa,'610722
Ropa,'610729
Ropa,'610791
Ropa,'610799
Ropa,'610811
Ropa,'610819
Ropa,'610821
Ropa,'610822
Ropa,'610829
Ropa,'610831
Ropa,'610832
Ropa,'610839
Ropa,'610891
Ropa,'610892
Ropa,'610899
Ropa,'610910
Ropa,'610990
Ropa,'611011
Ropa,'611012
Ropa,'611019
Ropa,'611020
Ropa,'611030
Ropa,'611090
Ropa,'611120
Ropa,'611130
Ropa,'611190
Ropa,'611211
Ropa,'611212
Ropa,'611219
Ropa,'611220
Ropa,'611231
Ropa,'611239
Ropa,'611241
Ropa,'611249
Ropa,'611300
Ropa,'611420
Ropa,'611430
Ropa,'611490
Ropa,'611510
Ropa,'611521
Ropa,'611522
Ropa,'611529
Ropa,'611530
Ropa,'611594
Ropa,'611595
Ropa,'611596
Ropa,'611599
Ropa,'611610
Ropa,'611691
Ropa,'611692
Ropa,'611693
Ropa,'611699
Ropa,'611710
Ropa,'611780
Ropa,'611790
Ropa,'620120
Ropa,'620130
Ropa,'620140
Ropa,'620190
Ropa,'620220
Ropa,'620230
Ropa,'620240
Ropa,'620290
Ropa,'620311
Ropa,'620312
Ropa,'620319
Ropa,'620322
Ropa,'620323
Ropa,'620329
Ropa,'620331
Ropa,'620332
Ropa,'620333
Ropa,'620339
Ropa,'620341
Ropa,'620342
Ropa,'620343
Ropa,'620349
Ropa,'620411
Ropa,'620412
Ropa,'620413
Ropa,'620419
Ropa,'620421
Ropa,'620422
Ropa,'620423
Ropa,'620429
Ropa,'620431
Ropa,'620432
Ropa,'620433
Ropa,'620439
Ropa,'620441
Ropa,'620442
Ropa,'620443
Ropa,'620444
Ropa,'620449
Ropa,'620451
Ropa,'620452
Ropa,'620453
Ropa,'620459
Ropa,'620461
Ropa,'620462
Ropa,'620463
Ropa,'620469
Ropa,'620520
Ropa,'620530
Ropa,'620590
Ropa,'620610
Ropa,'620620
Ropa,'620630
Ropa,'620640
Ropa,'620690
Ropa,'620711
Ropa,'620719
Ropa,'620721
Ropa,'620722
Ropa,'620729
Ropa,'620791
Ropa,'620799
Ropa,'620811
Ropa,'620819
Ropa,'620821
Ropa,'620822
Ropa,'620829
Ropa,'620891
Ropa,'620892
Ropa,'620899
Ropa,'620920
Ropa,'620930
Ropa,'620990
Ropa,'621010
Ropa,'621020
Ropa,'621030
Ropa,'621040
Ropa,'621050
Ropa,'621111
Ropa,'621112
Ropa,'621120
Ropa,'621132
Ropa,'621133
Ropa,'621139
Ropa,'621142
Ropa,'621143
Ropa,'621149
Ropa,'621210
Ropa,'621220
Ropa,'621230
Ropa,'621290
Ropa,'621320
Ropa,'621390
Ropa,'621410
Ropa,'621420
Ropa,'621430
Ropa,'621440
Ropa,'621490
Ropa,'621510
Ropa,'621520
Ropa,'621590
Ropa,'621600
Ropa,'621710
Ropa,'621790
Componentes electrónicos,'630110
"Hilo, telas y textiles",'630120
"Hilo, telas y textiles",'630130
"Hilo, telas y textiles",'630140
"Hilo, telas y textiles",'630190
"Hilo, telas y textiles",'630210
"Hilo, telas y textiles",'630221
"Hilo, telas y textiles",'630222
"Hilo, telas y textiles",'630229
"Hilo, telas y textiles",'630231
"Hilo, telas y textiles",'630232
"Hilo, telas y textiles",'630239
"Hilo, telas y textiles",'630240
"Hilo, telas y textiles",'630251
"Hilo, telas y textiles",'630253
"Hilo, telas y textiles",'630259
"Hilo, telas y textiles",'630260
"Hilo, telas y textiles",'630291
"Hilo, telas y textiles",'630293
"Hilo, telas y textiles",'630299
"Hilo, telas y textiles",'630312
"Hilo, telas y textiles",'630319
"Hilo, telas y textiles",'630391
"Hilo, telas y textiles",'630392
"Hilo, telas y textiles",'630399
"Hilo, telas y textiles",'630411
"Hilo, telas y textiles",'630419
"Hilo, telas y textiles",'630420
"Hilo, telas y textiles",'630491
"Hilo, telas y textiles",'630492
"Hilo, telas y textiles",'630493
"Hilo, telas y textiles",'630499
"Hilo, telas y textiles",'630510
"Hilo, telas y textiles",'630520
"Hilo, telas y textiles",'630532
"Hilo, telas y textiles",'630533
"Hilo, telas y textiles",'630539
"Hilo, telas y textiles",'630590
"Hilo, telas y textiles",'630612
"Hilo, telas y textiles",'630619
"Hilo, telas y textiles",'630622
"Hilo, telas y textiles",'630629
"Hilo, telas y textiles",'630630
"Hilo, telas y textiles",'630640
"Hilo, telas y textiles",'630690
"Hilo, telas y textiles",'630710
"Hilo, telas y textiles",'630720
"Hilo, telas y textiles",'630790
"Hilo, telas y textiles",'630800
#N/A,'630900
#N/A,'631010
#N/A,'631090
Cuero y otros productos de cuero,'640110
Cuero y otros productos de cuero,'640192
Cuero y otros productos de cuero,'640199
Cuero y otros productos de cuero,'640212
Cuero y otros productos de cuero,'640219
Cuero y otros productos de cuero,'640220
Cuero y otros productos de cuero,'640291
Cuero y otros productos de cuero,'640299
Cuero y otros productos de cuero,'640312
Cuero y otros productos de cuero,'640319
Cuero y otros productos de cuero,'640320
Cuero y otros productos de cuero,'640340
Cuero y otros productos de cuero,'640351
Cuero y otros productos de cuero,'640359
Cuero y otros productos de cuero,'640391
Cuero y otros productos de cuero,'640399
Cuero y otros productos de cuero,'640411
Cuero y otros productos de cuero,'640419
Cuero y otros productos de cuero,'640420
Cuero y otros productos de cuero,'640510
Cuero y otros productos de cuero,'640520
Cuero y otros productos de cuero,'640590
Cuero y otros productos de cuero,'640610
Cuero y otros productos de cuero,'640620
Cuero y otros productos de cuero,'640690
"Hilo, telas y textiles",'650100
"Hilo, telas y textiles",'650200
Ropa,'650400
Ropa,'650500
Ropa,'650610
Ropa,'650691
Ropa,'650699
Ropa,'650700
Manufactura miscelania,'660110
Manufactura miscelania,'660191
Manufactura miscelania,'660199
Manufactura miscelania,'660200
Manufactura miscelania,'660320
Manufactura miscelania,'660390
Manufactura miscelania,'670100
Manufactura miscelania,'670210
Manufactura miscelania,'670290
Manufactura miscelania,'670300
Manufactura miscelania,'670411
Manufactura miscelania,'670419
Manufactura miscelania,'670420
Manufactura miscelania,'670490
Metal y otras manufacturas básicas,'680100
Metal y otras manufacturas básicas,'680210
Metal y otras manufacturas básicas,'680221
Metal y otras manufacturas básicas,'680223
Metal y otras manufacturas básicas,'680229
Metal y otras manufacturas básicas,'680291
Metal y otras manufacturas básicas,'680292
Metal y otras manufacturas básicas,'680293
Metal y otras manufacturas básicas,'680299
Metal y otras manufacturas básicas,'680300
Metal y otras manufacturas básicas,'680410
Metal y otras manufacturas básicas,'680421
Metal y otras manufacturas básicas,'680422
Metal y otras manufacturas básicas,'680423
Metal y otras manufacturas básicas,'680430
Metal y otras manufacturas básicas,'680510
Metal y otras manufacturas básicas,'680520
Metal y otras manufacturas básicas,'680530
Metal y otras manufacturas básicas,'680610
Metal y otras manufacturas básicas,'680620
Metal y otras manufacturas básicas,'680690
Metal y otras manufacturas básicas,'680710
Metal y otras manufacturas básicas,'680790
Metal y otras manufacturas básicas,'680800
Metal y otras manufacturas básicas,'680911
Metal y otras manufacturas básicas,'680919
Metal y otras manufacturas básicas,'680990
Metal y otras manufacturas básicas,'681011
Metal y otras manufacturas básicas,'681019
Metal y otras manufacturas básicas,'681091
Metal y otras manufacturas básicas,'681099
Metal y otras manufacturas básicas,'681140
Metal y otras manufacturas básicas,'681181
Metal y otras manufacturas básicas,'681182
Metal y otras manufacturas básicas,'681189
Metal y otras manufacturas básicas,'681280
Metal y otras manufacturas básicas,'681291
Metal y otras manufacturas básicas,'681299
Metal y otras manufacturas básicas,'681320
Metal y otras manufacturas básicas,'681381
Metal y otras manufacturas básicas,'681389
Metal y otras manufacturas básicas,'681410
Metal y otras manufacturas básicas,'681490
Metal y otras manufacturas básicas,'681511
Metal y otras manufacturas básicas,'681512
Metal y otras manufacturas básicas,'681513
Metal y otras manufacturas básicas,'681519
Metal y otras manufacturas básicas,'681520
Metal y otras manufacturas básicas,'681591
Metal y otras manufacturas básicas,'681599
Metal y otras manufacturas básicas,'690100
Metal y otras manufacturas básicas,'690210
Metal y otras manufacturas básicas,'690220
Metal y otras manufacturas básicas,'690290
Metal y otras manufacturas básicas,'690310
Metal y otras manufacturas básicas,'690320
Metal y otras manufacturas básicas,'690390
Metal y otras manufacturas básicas,'690410
Metal y otras manufacturas básicas,'690490
Metal y otras manufacturas básicas,'690510
Metal y otras manufacturas básicas,'690590
Metal y otras manufacturas básicas,'690600
Metal y otras manufacturas básicas,'690721
Metal y otras manufacturas básicas,'690722
Metal y otras manufacturas básicas,'690723
Metal y otras manufacturas básicas,'690730
Metal y otras manufacturas básicas,'690740
Metal y otras manufacturas básicas,'690911
Metal y otras manufacturas básicas,'690912
Metal y otras manufacturas básicas,'690919
Metal y otras manufacturas básicas,'690990
Manufactura miscelania,'691010
Manufactura miscelania,'691090
Metal y otras manufacturas básicas,'691110
Metal y otras manufacturas básicas,'691190
Metal y otras manufacturas básicas,'691200
Metal y otras manufacturas básicas,'691310
Metal y otras manufacturas básicas,'691390
Metal y otras manufacturas básicas,'691410
Metal y otras manufacturas básicas,'691490
Metal y otras manufacturas básicas,'700100
Metal y otras manufacturas básicas,'700210
Metal y otras manufacturas básicas,'700220
Metal y otras manufacturas básicas,'700231
Metal y otras manufacturas básicas,'700232
Metal y otras manufacturas básicas,'700239
Metal y otras manufacturas básicas,'700312
Metal y otras manufacturas básicas,'700319
Metal y otras manufacturas básicas,'700320
Metal y otras manufacturas básicas,'700330
Metal y otras manufacturas básicas,'700420
Metal y otras manufacturas básicas,'700490
Metal y otras manufacturas básicas,'700510
Metal y otras manufacturas básicas,'700521
Metal y otras manufacturas básicas,'700529
Metal y otras manufacturas básicas,'700530
Metal y otras manufacturas básicas,'700600
Metal y otras manufacturas básicas,'700711
Metal y otras manufacturas básicas,'700719
Metal y otras manufacturas básicas,'700721
Metal y otras manufacturas básicas,'700729
Metal y otras manufacturas básicas,'700800
Metal y otras manufacturas básicas,'700910
Metal y otras manufacturas básicas,'700991
Metal y otras manufacturas básicas,'700992
Metal y otras manufacturas básicas,'701010
Metal y otras manufacturas básicas,'701020
Metal y otras manufacturas básicas,'701090
Metal y otras manufacturas básicas,'701110
Metal y otras manufacturas básicas,'701120
Metal y otras manufacturas básicas,'701190
Metal y otras manufacturas básicas,'701310
Metal y otras manufacturas básicas,'701322
Metal y otras manufacturas básicas,'701328
Metal y otras manufacturas básicas,'701333
Metal y otras manufacturas básicas,'701337
Metal y otras manufacturas básicas,'701341
Metal y otras manufacturas básicas,'701342
Metal y otras manufacturas básicas,'701349
Metal y otras manufacturas básicas,'701391
Metal y otras manufacturas básicas,'701399
Metal y otras manufacturas básicas,'701400
Metal y otras manufacturas básicas,'701510
Metal y otras manufacturas básicas,'701590
Metal y otras manufacturas básicas,'701610
Metal y otras manufacturas básicas,'701690
Metal y otras manufacturas básicas,'701710
Metal y otras manufacturas básicas,'701720
Metal y otras manufacturas básicas,'701790
Metal y otras manufacturas básicas,'701810
Metal y otras manufacturas básicas,'701820
Metal y otras manufacturas básicas,'701890
"Hilo, telas y textiles",'701911
"Hilo, telas y textiles",'701912
"Hilo, telas y textiles",'701913
Metal y otras manufacturas básicas,'701914
Metal y otras manufacturas básicas,'701915
"Hilo, telas y textiles",'701919
"Hilo, telas y textiles",'701961
Metal y otras manufacturas básicas,'701962
"Hilo, telas y textiles",'701963
"Hilo, telas y textiles",'701964
"Hilo, telas y textiles",'701965
"Hilo, telas y textiles",'701966
Metal y otras manufacturas básicas,'701969
Metal y otras manufacturas básicas,'701971
Metal y otras manufacturas básicas,'701972
Metal y otras manufacturas básicas,'701973
Metal y otras manufacturas básicas,'701980
Metal y otras manufacturas básicas,'701990
Metal y otras manufacturas básicas,'702000
Minerales,'710110
Minerales,'710121
Minerales,'710122
Minerales,'710210
Minerales,'710221
Minerales,'710229
Minerales,'710231
Minerales,'710239
Minerales,'710310
Minerales,'710391
Minerales,'710399
Minerales,'710410
Minerales,'710421
Minerales,'710429
Minerales,'710491
Minerales,'710499
Minerales,'710510
Minerales,'710590
Metal y otras manufacturas básicas,'710610
Metal y otras manufacturas básicas,'710691
Metal y otras manufacturas básicas,'710692
Metal y otras manufacturas básicas,'710700
#N/A,'710811
#N/A,'710812
#N/A,'710813
#N/A,'710900
Metal y otras manufacturas básicas,'711011
Metal y otras manufacturas básicas,'711019
Metal y otras manufacturas básicas,'711021
Metal y otras manufacturas básicas,'711029
Metal y otras manufacturas básicas,'711031
Metal y otras manufacturas básicas,'711039
Metal y otras manufacturas básicas,'711041
Metal y otras manufacturas básicas,'711049
Metal y otras manufacturas básicas,'711100
#N/A,'711230
#N/A,'711291
Minerales,'711292
Minerales,'711299
Manufactura miscelania,'711311
Manufactura miscelania,'711319
Manufactura miscelania,'711320
Manufactura miscelania,'711411
Manufactura miscelania,'711419
Manufactura miscelania,'711420
Manufactura miscelania,'711510
Manufactura miscelania,'711590
Manufactura miscelania,'711610
Manufactura miscelania,'711620
Manufactura miscelania,'711711
Manufactura miscelania,'711719
Manufactura miscelania,'711790
#N/A,'711810
Metal y otras manufacturas básicas,'720110
Metal y otras manufacturas básicas,'720120
Metal y otras manufacturas básicas,'720150
Metal y otras manufacturas básicas,'720211
Metal y otras manufacturas básicas,'720219
Metal y otras manufacturas básicas,'720221
Metal y otras manufacturas básicas,'720229
Metal y otras manufacturas básicas,'720230
Metal y otras manufacturas básicas,'720241
Metal y otras manufacturas básicas,'720249
Metal y otras manufacturas básicas,'720250
Metal y otras manufacturas básicas,'720260
Metal y otras manufacturas básicas,'720270
Metal y otras manufacturas básicas,'720280
Metal y otras manufacturas básicas,'720291
Metal y otras manufacturas básicas,'720292
Metal y otras manufacturas básicas,'720293
Metal y otras manufacturas básicas,'720299
Metal y otras manufacturas básicas,'720310
Metal y otras manufacturas básicas,'720390
Minerales,'720410
Minerales,'720421
Minerales,'720429
Minerales,'720430
Minerales,'720441
Minerales,'720449
Minerales,'720450
Metal y otras manufacturas básicas,'720510
Metal y otras manufacturas básicas,'720521
Metal y otras manufacturas básicas,'720529
Metal y otras manufacturas básicas,'720610
Metal y otras manufacturas básicas,'720690
Metal y otras manufacturas básicas,'720711
Metal y otras manufacturas básicas,'720712
Metal y otras manufacturas básicas,'720719
Metal y otras manufacturas básicas,'720720
Metal y otras manufacturas básicas,'720810
Metal y otras manufacturas básicas,'720825
Metal y otras manufacturas básicas,'720826
Metal y otras manufacturas básicas,'720827
Metal y otras manufacturas básicas,'720836
Metal y otras manufacturas básicas,'720837
Metal y otras manufacturas básicas,'720838
Metal y otras manufacturas básicas,'720839
Metal y otras manufacturas básicas,'720840
Metal y otras manufacturas básicas,'720851
Metal y otras manufacturas básicas,'720852
Metal y otras manufacturas básicas,'720853
Metal y otras manufacturas básicas,'720854
Metal y otras manufacturas básicas,'720890
Metal y otras manufacturas básicas,'720915
Metal y otras manufacturas básicas,'720916
Metal y otras manufacturas básicas,'720917
Metal y otras manufacturas básicas,'720918
Metal y otras manufacturas básicas,'720925
Metal y otras manufacturas básicas,'720926
Metal y otras manufacturas básicas,'720927
Metal y otras manufacturas básicas,'720928
Metal y otras manufacturas básicas,'720990
Metal y otras manufacturas básicas,'721011
Metal y otras manufacturas básicas,'721012
Metal y otras manufacturas básicas,'721020
Metal y otras manufacturas básicas,'721030
Metal y otras manufacturas básicas,'721041
Metal y otras manufacturas básicas,'721049
Metal y otras manufacturas básicas,'721050
Metal y otras manufacturas básicas,'721061
Metal y otras manufacturas básicas,'721069
Metal y otras manufacturas básicas,'721070
Metal y otras manufacturas básicas,'721090
Metal y otras manufacturas básicas,'721113
Metal y otras manufacturas básicas,'721114
Metal y otras manufacturas básicas,'721119
Metal y otras manufacturas básicas,'721123
Metal y otras manufacturas básicas,'721129
Metal y otras manufacturas básicas,'721190
Metal y otras manufacturas básicas,'721210
Metal y otras manufacturas básicas,'721220
Metal y otras manufacturas básicas,'721230
Metal y otras manufacturas básicas,'721240
Metal y otras manufacturas básicas,'721250
Metal y otras manufacturas básicas,'721260
Metal y otras manufacturas básicas,'721310
Metal y otras manufacturas básicas,'721320
Metal y otras manufacturas básicas,'721391
Metal y otras manufacturas básicas,'721399
Metal y otras manufacturas básicas,'721410
Metal y otras manufacturas básicas,'721420
Metal y otras manufacturas básicas,'721430
Metal y otras manufacturas básicas,'721491
Metal y otras manufacturas básicas,'721499
Metal y otras manufacturas básicas,'721510
Metal y otras manufacturas básicas,'721550
Metal y otras manufacturas básicas,'721590
Metal y otras manufacturas básicas,'721610
Metal y otras manufacturas básicas,'721621
Metal y otras manufacturas básicas,'721622
Metal y otras manufacturas básicas,'721631
Metal y otras manufacturas básicas,'721632
Metal y otras manufacturas básicas,'721633
Metal y otras manufacturas básicas,'721640
Metal y otras manufacturas básicas,'721650
Metal y otras manufacturas básicas,'721661
Metal y otras manufacturas básicas,'721669
Metal y otras manufacturas básicas,'721691
Metal y otras manufacturas básicas,'721699
Metal y otras manufacturas básicas,'721710
Metal y otras manufacturas básicas,'721720
Metal y otras manufacturas básicas,'721730
Metal y otras manufacturas básicas,'721790
Metal y otras manufacturas básicas,'721810
Metal y otras manufacturas básicas,'721891
Metal y otras manufacturas básicas,'721899
Metal y otras manufacturas básicas,'721911
Metal y otras manufacturas básicas,'721912
Metal y otras manufacturas básicas,'721913
Metal y otras manufacturas básicas,'721914
Metal y otras manufacturas básicas,'721921
Metal y otras manufacturas básicas,'721922
Metal y otras manufacturas básicas,'721923
Metal y otras manufacturas básicas,'721924
Metal y otras manufacturas básicas,'721931
Metal y otras manufacturas básicas,'721932
Metal y otras manufacturas básicas,'721933
Metal y otras manufacturas básicas,'721934
Metal y otras manufacturas básicas,'721935
Metal y otras manufacturas básicas,'721990
Metal y otras manufacturas básicas,'722011
Metal y otras manufacturas básicas,'722012
Metal y otras manufacturas básicas,'722020
Metal y otras manufacturas básicas,'722090
Metal y otras manufacturas básicas,'722100
Metal y otras manufacturas básicas,'722211
Metal y otras manufacturas básicas,'722219
Metal y otras manufacturas básicas,'722220
Metal y otras manufacturas básicas,'722230
Metal y otras manufacturas básicas,'722240
Metal y otras manufacturas básicas,'722300
Metal y otras manufacturas básicas,'722410
Metal y otras manufacturas básicas,'722490
Metal y otras manufacturas básicas,'722511
Metal y otras manufacturas básicas,'722519
Metal y otras manufacturas básicas,'722530
Metal y otras manufacturas básicas,'722540
Metal y otras manufacturas básicas,'722550
Metal y otras manufacturas básicas,'722591
Metal y otras manufacturas básicas,'722592
Metal y otras manufacturas básicas,'722599
Metal y otras manufacturas básicas,'722611
Metal y otras manufacturas básicas,'722619
Metal y otras manufacturas básicas,'722620
Metal y otras manufacturas básicas,'722691
Metal y otras manufacturas básicas,'722692
Metal y otras manufacturas básicas,'722699
Metal y otras manufacturas básicas,'722710
Metal y otras manufacturas básicas,'722720
Metal y otras manufacturas básicas,'722790
Metal y otras manufacturas básicas,'722810
Metal y otras manufacturas básicas,'722820
Metal y otras manufacturas básicas,'722830
Metal y otras manufacturas básicas,'722840
Metal y otras manufacturas básicas,'722850
Metal y otras manufacturas básicas,'722860
Metal y otras manufacturas básicas,'722870
Metal y otras manufacturas básicas,'722880
Metal y otras manufacturas básicas,'722920
Metal y otras manufacturas básicas,'722990
Metal y otras manufacturas básicas,'730110
Metal y otras manufacturas básicas,'730120
Metal y otras manufacturas básicas,'730210
Metal y otras manufacturas básicas,'730230
Metal y otras manufacturas básicas,'730240
Metal y otras manufacturas básicas,'730290
Metal y otras manufacturas básicas,'730300
Metal y otras manufacturas básicas,'730411
Metal y otras manufacturas básicas,'730419
Metal y otras manufacturas básicas,'730422
Metal y otras manufacturas básicas,'730423
Metal y otras manufacturas básicas,'730424
Metal y otras manufacturas básicas,'730429
Metal y otras manufacturas básicas,'730431
Metal y otras manufacturas básicas,'730439
Metal y otras manufacturas básicas,'730441
Metal y otras manufacturas básicas,'730449
Metal y otras manufacturas básicas,'730451
Metal y otras manufacturas básicas,'730459
Metal y otras manufacturas básicas,'730490
Metal y otras manufacturas básicas,'730511
Metal y otras manufacturas básicas,'730512
Metal y otras manufacturas básicas,'730519
Metal y otras manufacturas básicas,'730520
Metal y otras manufacturas básicas,'730531
Metal y otras manufacturas básicas,'730539
Metal y otras manufacturas básicas,'730590
Metal y otras manufacturas básicas,'730611
Metal y otras manufacturas básicas,'730619
Metal y otras manufacturas básicas,'730621
Metal y otras manufacturas básicas,'730629
Metal y otras manufacturas básicas,'730630
Metal y otras manufacturas básicas,'730640
Metal y otras manufacturas básicas,'730650
Metal y otras manufacturas básicas,'730661
Metal y otras manufacturas básicas,'730669
Metal y otras manufacturas básicas,'730690
Metal y otras manufacturas básicas,'730711
Metal y otras manufacturas básicas,'730719
Metal y otras manufacturas básicas,'730721
Metal y otras manufacturas básicas,'730722
Metal y otras manufacturas básicas,'730723
Metal y otras manufacturas básicas,'730729
Metal y otras manufacturas básicas,'730791
Metal y otras manufacturas básicas,'730792
Metal y otras manufacturas básicas,'730793
Metal y otras manufacturas básicas,'730799
Metal y otras manufacturas básicas,'730810
Metal y otras manufacturas básicas,'730820
Metal y otras manufacturas básicas,'730830
Metal y otras manufacturas básicas,'730840
Metal y otras manufacturas básicas,'730890
Metal y otras manufacturas básicas,'730900
Metal y otras manufacturas básicas,'731010
Metal y otras manufacturas básicas,'731021
Metal y otras manufacturas básicas,'731029
Metal y otras manufacturas básicas,'731100
Metal y otras manufacturas básicas,'731210
Metal y otras manufacturas básicas,'731290
Metal y otras manufacturas básicas,'731300
Metal y otras manufacturas básicas,'731412
Metal y otras manufacturas básicas,'731414
Metal y otras manufacturas básicas,'731419
Metal y otras manufacturas básicas,'731420
Metal y otras manufacturas básicas,'731431
Metal y otras manufacturas básicas,'731439
Metal y otras manufacturas básicas,'731441
Metal y otras manufacturas básicas,'731442
Metal y otras manufacturas básicas,'731449
Metal y otras manufacturas básicas,'731450
Maquinaria no eléctrica,'731511
Maquinaria no eléctrica,'731512
Maquinaria no eléctrica,'731519
Metal y otras manufacturas básicas,'731520
Metal y otras manufacturas básicas,'731581
Metal y otras manufacturas básicas,'731582
Metal y otras manufacturas básicas,'731589
Metal y otras manufacturas básicas,'731590
Metal y otras manufacturas básicas,'731600
Metal y otras manufacturas básicas,'731700
Metal y otras manufacturas básicas,'731811
Metal y otras manufacturas básicas,'731812
Metal y otras manufacturas básicas,'731813
Metal y otras manufacturas básicas,'731814
Metal y otras manufacturas básicas,'731815
Metal y otras manufacturas básicas,'731816
Metal y otras manufacturas básicas,'731819
Metal y otras manufacturas básicas,'731821
Metal y otras manufacturas básicas,'731822
